loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,dti,loan_status
24954,36 months,21.99950742961324,457.47975699880726,C,10+ years,OWN,129241,debt_consolidation,26.81919172387514,Fully Paid
22508,60 months,18.380446746582166,344.7559128100595,C,10+ years,RENT,64130,car,27.59377715338309,Charged Off
22969,36 months,14.245911220012143,272.67861234371577,E,1-3 years,OWN,49265,home_improvement,2.845475797594683,Charged Off
38545,60 months,13.235310831690171,425.1292133395814,E,10+ years,OTHER,52330,debt_consolidation,16.32378005889303,Fully Paid
37668,36 months,18.019469343019082,565.631142677369,D,< 1 year,OTHER,88469,small_business,22.21528563654956,Fully Paid
24061,36 months,15.908637388138109,318.9814368299925,G,1-3 years,RENT,35187,credit_card,22.707805353810414,Fully Paid
14716,36 months,6.245462117637713,76.59018376929716,G,5-10 years,OTHER,45791,small_business,18.201486059100116,Fully Paid
17907,36 months,15.250052975406634,227.5689155255055,D,1-3 years,OWN,110436,credit_card,5.0036200555102255,Fully Paid
19777,60 months,21.12807234465679,348.2082389668978,C,3-5 years,RENT,90610,debt_consolidation,23.92261661824993,Charged Off
28693,36 months,14.18479755193916,339.17033013149194,C,5-10 years,OWN,132341,debt_consolidation,21.60334000544837,Fully Paid
27329,36 months,6.039131551085369,137.53618846634336,A,3-5 years,OTHER,111962,credit_card,2.5840731464710887,Charged Off
17282,60 months,20.725563987680662,298.4826640292477,A,5-10 years,RENT,59867,home_improvement,13.914294740231288,Charged Off
24624,36 months,9.027275642719488,185.23969618860386,G,10+ years,OWN,136178,car,5.2193219856541075,Charged Off
24321,36 months,10.172416697760776,206.1694554218665,D,1-3 years,OTHER,20893,small_business,10.124311371389156,Fully Paid
11488,60 months,8.294127068645917,79.40244313717024,F,< 1 year,OTHER,119694,small_business,0.542432766170563,Charged Off
23574,36 months,11.60430129742995,227.96649898801138,F,5-10 years,MORTGAGE,39773,small_business,12.009896052322746,Fully Paid
6240,60 months,20.1350301137727,104.70215659161805,D,5-10 years,OTHER,24239,debt_consolidation,16.496307634686314,Fully Paid
11478,60 months,15.387717190078746,147.1835149231032,A,3-5 years,OWN,40863,small_business,18.587477784812606,Fully Paid
20262,60 months,9.097625483014252,153.61340628069564,G,10+ years,RENT,71415,car,19.9047103538613,Fully Paid
5432,60 months,22.556601563040818,102.1062164086981,G,3-5 years,MORTGAGE,88968,car,25.088739393073798,Charged Off
30721,36 months,22.591637099030585,578.3647360994322,A,3-5 years,OTHER,120675,credit_card,6.463887218271901,Fully Paid
14568,60 months,22.41156850092014,272.07644160117053,F,10+ years,OTHER,80430,debt_consolidation,3.6144546731540386,Fully Paid
15178,36 months,9.775924227630785,123.64914827248337,B,< 1 year,OTHER,139000,car,25.54611515693777,Fully Paid
23195,36 months,14.024786883619761,271.08744313796694,B,3-5 years,OWN,21515,home_improvement,4.698384446779497,Fully Paid
1302,36 months,24.699793122817503,26.799275538256992,A,3-5 years,MORTGAGE,117206,debt_consolidation,29.24280244008586,Fully Paid
18022,36 months,20.440249526199807,306.9784808009775,B,5-10 years,OWN,134210,debt_consolidation,25.27614688195911,Charged Off
1055,36 months,5.543348424511196,4.873527156549426,E,10+ years,MORTGAGE,124630,car,15.026298176687975,Fully Paid
9717,36 months,6.3040918252098415,51.04738355463669,D,1-3 years,RENT,34605,home_improvement,29.442642747660756,Fully Paid
29699,36 months,14.278627536246656,353.38413266582455,D,< 1 year,OWN,76240,credit_card,2.921301873240126,Fully Paid
9150,36 months,23.184404117231203,176.78108139388792,A,< 1 year,OWN,25586,car,9.09197283525305,Fully Paid
3125,36 months,15.774035959054284,41.078218643370526,C,10+ years,RENT,121221,home_improvement,19.146732451218345,Fully Paid
17748,36 months,14.956250160685805,221.20293987654304,F,5-10 years,MORTGAGE,140419,debt_consolidation,10.500206054195363,Fully Paid
5621,60 months,7.109473999132612,33.30196112427034,A,5-10 years,OTHER,142374,home_improvement,27.851176559423756,Charged Off
16034,60 months,18.135602094485883,242.32186998582222,B,10+ years,RENT,134205,debt_consolidation,1.968782645334527,Fully Paid
6126,60 months,21.44206321200451,109.46173269728301,F,5-10 years,OTHER,51186,car,16.482354961828936,Fully Paid
6122,36 months,12.608400150151247,64.32385476602161,C,< 1 year,OTHER,46928,car,17.725988021853436,Fully Paid
19030,60 months,20.51223701850655,325.28989205181637,B,< 1 year,RENT,118264,small_business,19.581843713316722,Charged Off
18302,60 months,24.289533078016234,370.4558619948776,G,1-3 years,MORTGAGE,103087,small_business,7.669986699954433,Fully Paid
20181,60 months,9.075329182553782,152.62434852759824,E,10+ years,OTHER,142990,small_business,10.936992825595933,Fully Paid
39638,36 months,15.466592623894826,510.8873320216192,B,3-5 years,RENT,107029,car,25.31041588994933,Charged Off
2531,36 months,10.742759161691511,22.658269531867678,E,3-5 years,OWN,40711,credit_card,5.848283069104795,Fully Paid
24333,36 months,20.857088380676785,422.9296096391735,F,1-3 years,OWN,74962,car,24.80603541520086,Fully Paid
35674,36 months,16.55186731762315,492.0594289074068,E,1-3 years,OWN,40039,home_improvement,16.879662687082273,Fully Paid
36854,60 months,17.691648351006073,543.3400069399814,F,5-10 years,RENT,56561,car,22.865625335822465,Fully Paid
9152,60 months,20.958283192317882,159.84183981341104,F,1-3 years,OWN,95483,car,21.408220987904148,Fully Paid
39518,60 months,12.919409453249099,425.45768564458155,F,1-3 years,OTHER,117871,debt_consolidation,6.22534486154637,Fully Paid
11267,60 months,23.301801368140865,218.78449667903593,F,3-5 years,OWN,101395,debt_consolidation,17.064382093016185,Fully Paid
26289,36 months,15.6605773449228,343.08409818389623,F,5-10 years,OWN,108658,debt_consolidation,26.03169458415277,Fully Paid
2062,36 months,8.15909645670696,14.02004741144146,B,1-3 years,OTHER,21577,car,12.96348710405788,Fully Paid
30926,36 months,18.917982363376048,487.54793547480637,F,1-3 years,OWN,127792,credit_card,28.997723106699503,Charged Off
7229,60 months,20.86522700876509,125.69560503863569,B,5-10 years,OTHER,48350,home_improvement,13.566453003051542,Charged Off
5632,36 months,11.335233541350533,53.2000294207385,F,10+ years,OWN,136908,home_improvement,4.283569100036541,Charged Off
4596,36 months,22.14358513997506,84.80993108610447,E,5-10 years,OTHER,127468,credit_card,11.683040402330198,Fully Paid
7168,60 months,23.122865095315326,138.12058083601687,G,3-5 years,OWN,53798,credit_card,28.551072191716116,Fully Paid
8561,60 months,10.538089747556178,75.18048860735703,F,10+ years,OTHER,117434,home_improvement,9.591625480195628,Fully Paid
9258,36 months,24.67042945430444,190.33236323995877,C,< 1 year,RENT,101417,small_business,26.042944796011884,Fully Paid
17616,36 months,7.814230560975169,114.71290463511548,F,5-10 years,OTHER,30785,debt_consolidation,26.437520450456695,Charged Off
27734,36 months,9.0403133680498,208.93670912457765,F,3-5 years,OWN,92227,debt_consolidation,10.505595729958833,Fully Paid
7371,36 months,8.684496784760523,53.344521500391515,E,10+ years,OWN,138680,home_improvement,2.4977297415189637,Fully Paid
27069,36 months,22.87979420015741,516.1109576700508,D,5-10 years,MORTGAGE,81957,credit_card,21.736737274764547,Fully Paid
15369,36 months,18.085851046499236,231.63453727803895,E,1-3 years,OTHER,85431,small_business,9.345368970419582,Fully Paid
13910,60 months,8.042085664445457,93.22117632703026,C,5-10 years,RENT,37297,home_improvement,23.48770842772717,Fully Paid
8943,60 months,13.80646836736698,102.89270550780242,D,< 1 year,OTHER,91894,debt_consolidation,13.279645447812992,Fully Paid
13199,60 months,17.30596050139604,190.35114388160525,A,5-10 years,OTHER,136869,car,14.558002270278648,Fully Paid
16728,36 months,6.669281699787666,92.96978689504006,A,10+ years,RENT,83772,credit_card,23.337282202456105,Charged Off
24275,60 months,22.648327368146774,458.1567890514691,C,10+ years,OTHER,39581,car,11.470899931848837,Fully Paid
7738,36 months,21.072070708830704,135.87973595410998,E,5-10 years,RENT,75192,home_improvement,13.293820359687436,Charged Off
16913,36 months,15.104135471532764,212.88020269169473,B,10+ years,RENT,21462,debt_consolidation,11.285714063088664,Charged Off
36240,60 months,24.342532305183408,735.1444756165389,C,1-3 years,OTHER,148848,small_business,11.020215458318399,Fully Paid
20123,36 months,13.355219585501994,223.95590309921383,G,5-10 years,OTHER,84173,car,15.778397307043782,Charged Off
35529,36 months,24.682206380729955,730.7784254174621,D,1-3 years,OWN,35511,small_business,24.26398333503452,Fully Paid
11167,60 months,18.35839997607254,170.8402104440017,D,1-3 years,OWN,96106,debt_consolidation,10.853049357676976,Charged Off
11554,60 months,17.69342546507883,170.3581981862673,F,3-5 years,MORTGAGE,68665,car,15.7276416161321,Fully Paid
18260,60 months,8.3190979059157,126.58893980168392,A,5-10 years,MORTGAGE,64414,small_business,20.121819763278026,Fully Paid
4812,36 months,22.63855516609288,90.78060621603244,D,10+ years,OTHER,101010,small_business,8.083183389109651,Fully Paid
29024,60 months,13.549793758412303,327.7243450367989,C,1-3 years,RENT,92573,car,8.325684147071776,Fully Paid
28285,60 months,8.244668115649587,194.3336980426238,D,3-5 years,MORTGAGE,113665,debt_consolidation,28.002393810703644,Charged Off
27900,36 months,5.25215039951518,122.11249678872794,C,5-10 years,OTHER,127803,small_business,21.70603719993266,Fully Paid
2605,60 months,16.19511367276765,35.15689259796644,B,5-10 years,MORTGAGE,139682,home_improvement,17.315600286699265,Fully Paid
6622,60 months,15.547992442453527,85.79900496160604,F,< 1 year,RENT,33386,car,19.43160163261836,Fully Paid
7767,60 months,19.387072447383172,125.48282641568757,A,< 1 year,OTHER,144069,credit_card,0.878983293102551,Charged Off
28139,36 months,22.805161060356042,534.7620225644656,D,1-3 years,RENT,74460,credit_card,18.543088966850906,Fully Paid
12613,36 months,6.588131692860591,69.24675420170887,C,< 1 year,OTHER,26221,debt_consolidation,15.285266196726058,Fully Paid
11589,36 months,19.629929806807247,189.576047109241,E,1-3 years,MORTGAGE,43474,home_improvement,16.37249039338307,Fully Paid
14918,36 months,8.748238881951645,108.75518970079554,A,10+ years,OWN,126073,small_business,10.782714804924513,Charged Off
21119,60 months,22.163541063143278,390.05985309376905,B,1-3 years,MORTGAGE,135375,credit_card,2.4442169313882567,Fully Paid
28446,36 months,21.38127027723312,506.8430119218112,C,< 1 year,MORTGAGE,132660,debt_consolidation,5.800177008361565,Fully Paid
14046,36 months,15.815875099710887,185.1248180421159,G,10+ years,OWN,41045,home_improvement,28.522341396380153,Fully Paid
25818,60 months,19.20485597246623,413.19247624761095,G,< 1 year,OWN,111319,home_improvement,12.260986868128018,Charged Off
36358,60 months,11.287002263674967,341.977356918912,F,1-3 years,OTHER,136582,debt_consolidation,14.000494674925925,Fully Paid
5324,60 months,14.423357978656293,63.991631565305084,F,3-5 years,OTHER,125693,debt_consolidation,1.5812936956031698,Fully Paid
11787,36 months,21.432737954209433,210.52306855522215,B,5-10 years,RENT,24922,small_business,1.1269868863194177,Fully Paid
10111,36 months,14.185303943464278,119.52300681030609,B,< 1 year,RENT,131943,debt_consolidation,21.51544341140273,Charged Off
39110,36 months,12.155965306508836,396.1831692813005,F,1-3 years,MORTGAGE,42706,small_business,16.14283992363334,Charged Off
17389,60 months,14.884248945005998,215.68517075392444,D,10+ years,OWN,62771,small_business,15.261179526488,Fully Paid
15043,60 months,21.56498504874437,270.33505840688457,D,< 1 year,RENT,72335,car,7.29373591268006,Fully Paid
29746,36 months,11.704160947417455,290.12664295156634,C,< 1 year,MORTGAGE,118015,home_improvement,22.342521948897666,Fully Paid
23350,60 months,8.475231862714876,164.91388666199364,E,5-10 years,OWN,72949,home_improvement,5.047097373254756,Fully Paid
1117,60 months,19.240280406615614,17.909494345158034,C,1-3 years,OTHER,90714,home_improvement,5.698042309830601,Fully Paid
19935,60 months,21.519564254161637,357.4937611722601,E,3-5 years,MORTGAGE,115558,car,13.821365140448265,Fully Paid
14234,36 months,7.012749570470667,83.1828978217329,B,10+ years,OTHER,35240,small_business,8.588395863358226,Fully Paid
39328,60 months,9.797482255118894,321.09615177442987,A,1-3 years,RENT,111756,small_business,7.423889436994391,Charged Off
1846,60 months,7.839439795219878,12.059671551646579,C,10+ years,RENT,122272,debt_consolidation,19.35712933659995,Fully Paid
11954,36 months,11.958828231643333,119.12986056755368,C,< 1 year,OWN,22716,car,19.529152356556335,Fully Paid
14703,36 months,14.007019578108252,171.62100738077137,E,5-10 years,MORTGAGE,36574,debt_consolidation,24.735512093997876,Fully Paid
23700,60 months,19.976526739266127,394.536403100506,B,5-10 years,OTHER,131815,car,12.531257009189275,Fully Paid
33043,60 months,18.02295169763348,496.27699412075253,B,3-5 years,OWN,103255,debt_consolidation,2.192552730784507,Fully Paid
7469,36 months,17.418571349568623,108.41609117494004,G,5-10 years,RENT,93717,credit_card,8.20999154764373,Fully Paid
31105,36 months,12.047498932193088,312.2812119048883,E,< 1 year,RENT,131299,home_improvement,29.40016389590451,Fully Paid
27386,60 months,21.8289510616952,498.17304481298726,B,3-5 years,MORTGAGE,64066,home_improvement,17.88775725698106,Charged Off
37976,60 months,14.42574334796329,456.5266911518783,F,1-3 years,OTHER,135066,small_business,21.29211254403061,Charged Off
3048,60 months,24.58209876030309,62.438530851169844,D,5-10 years,MORTGAGE,81826,credit_card,0.22073488876243608,Fully Paid
13941,60 months,17.682842765914735,205.43042583301443,G,3-5 years,OTHER,40213,home_improvement,15.546171965475626,Fully Paid
2828,36 months,7.525294831290054,17.734611485740228,F,< 1 year,OTHER,91916,small_business,1.1258597259540937,Fully Paid
2917,60 months,18.52355124150868,45.02766580956736,A,10+ years,MORTGAGE,86151,credit_card,17.07690636274344,Fully Paid
21618,60 months,11.50208030863398,207.20997676004114,C,10+ years,OWN,148518,home_improvement,27.623125489082263,Fully Paid
33254,36 months,18.72654393372195,518.9437433099914,G,< 1 year,MORTGAGE,137018,debt_consolidation,29.052573915012236,Charged Off
21128,60 months,6.392822963248115,112.55630297292181,A,< 1 year,MORTGAGE,149024,car,16.216580261667726,Charged Off
1009,36 months,8.497628743519188,7.145089501842384,C,10+ years,RENT,70906,credit_card,13.746144157566478,Charged Off
17644,60 months,22.114745178115726,325.16046993556154,D,3-5 years,RENT,20463,small_business,28.35051282745482,Fully Paid
23422,60 months,9.543591140470298,186.2749930767461,B,10+ years,MORTGAGE,51973,credit_card,20.208294959900854,Charged Off
10865,36 months,21.7408225048588,196.84503042940904,F,< 1 year,MORTGAGE,94694,small_business,1.9469783861522838,Charged Off
3219,36 months,10.585521769088208,28.39566214557912,E,5-10 years,RENT,40651,credit_card,13.971767330024926,Fully Paid
6287,60 months,17.857638201174154,93.55914280898492,F,1-3 years,OTHER,88694,small_business,7.207350553929118,Fully Paid
35387,60 months,18.88301147019662,556.8442724132066,D,5-10 years,MORTGAGE,40008,home_improvement,14.094129643460446,Charged Off
9512,60 months,15.253095062901059,120.90620019859573,A,5-10 years,OWN,131738,debt_consolidation,13.663967160190852,Fully Paid
2342,36 months,11.106213533934625,21.67562674706241,E,< 1 year,OWN,90474,home_improvement,17.46434408444226,Fully Paid
20216,60 months,9.252887527421922,155.88031187863467,B,10+ years,OWN,58185,debt_consolidation,10.703114710477537,Fully Paid
28534,36 months,5.663787091248524,134.67541738473784,D,3-5 years,MORTGAGE,107924,home_improvement,4.9281134836778415,Fully Paid
15231,36 months,11.078928024814477,140.61929395495775,E,5-10 years,OTHER,94417,home_improvement,15.111583037698688,Fully Paid
33293,60 months,18.063255810625662,501.14997975263344,D,10+ years,OTHER,145502,credit_card,24.90608653037286,Charged Off
27614,36 months,23.766096368969652,546.8974876106066,D,3-5 years,RENT,91139,car,19.92036684202807,Fully Paid
37258,60 months,22.42408964526104,696.2306100026132,B,5-10 years,MORTGAGE,54980,small_business,10.151035977756475,Fully Paid
29253,60 months,20.321295530706053,495.3823817997868,G,3-5 years,OTHER,42504,small_business,28.065690682765716,Fully Paid
18988,60 months,20.768946865065974,328.6339692282273,C,10+ years,MORTGAGE,74970,small_business,27.366227137475466,Fully Paid
32037,60 months,18.299698069519906,488.5561892110077,E,1-3 years,RENT,36766,debt_consolidation,6.280451981522964,Fully Paid
13219,60 months,10.20573715132006,112.42469950274989,B,10+ years,RENT,136944,small_business,1.1825275536108892,Fully Paid
1235,36 months,23.143900614116596,23.818931048694996,D,< 1 year,RENT,113922,small_business,22.239261250522866,Fully Paid
2908,36 months,18.41464623811668,44.62482605036942,B,3-5 years,OWN,31695,credit_card,24.828307840474597,Fully Paid
9567,60 months,16.2088126196088,129.22475860983116,G,1-3 years,MORTGAGE,37796,home_improvement,29.035936978540658,Fully Paid
37298,60 months,7.219789384269621,224.40308704540692,C,3-5 years,RENT,62543,small_business,26.69509182264932,Fully Paid
6256,36 months,13.941110876128509,72.67965803421663,F,3-5 years,MORTGAGE,34559,car,18.016043046192443,Fully Paid
20019,36 months,14.207165424038525,237.0110371865227,E,5-10 years,OWN,124450,small_business,15.901570176371425,Fully Paid
9162,36 months,22.291272190453398,170.1938631741117,C,< 1 year,OWN,53139,debt_consolidation,0.8352315378775887,Charged Off
6415,36 months,15.932964403755769,85.17497220841103,A,3-5 years,RENT,140494,debt_consolidation,7.399693405343335,Fully Paid
37159,60 months,12.608010979408192,390.4175666531908,E,10+ years,RENT,123869,debt_consolidation,13.788442551987792,Fully Paid
6951,60 months,24.536006570213186,142.12481805795989,C,10+ years,OTHER,28802,small_business,18.855117002507036,Fully Paid
22852,36 months,7.214411866526314,137.38644997821612,D,5-10 years,MORTGAGE,93843,credit_card,16.71755499955232,Fully Paid
9007,60 months,13.450968566238892,100.96072823009474,E,< 1 year,RENT,60205,car,22.279079690450715,Charged Off
31523,36 months,5.840493503428106,153.4248972571368,E,< 1 year,OTHER,118750,small_business,8.393007926611226,Fully Paid
24325,60 months,19.798082415338605,401.3236289609263,B,10+ years,MORTGAGE,54159,credit_card,16.948578229574196,Fully Paid
22204,36 months,23.361531043983014,432.2661960838323,D,1-3 years,RENT,31516,credit_card,2.644267301723764,Fully Paid
16524,60 months,10.600746591009788,145.9722805582048,A,5-10 years,OTHER,70492,small_business,12.409965707496209,Fully Paid
20282,36 months,22.166833535982416,374.65643148066283,F,5-10 years,OTHER,49086,small_business,22.50482498863803,Charged Off
24930,36 months,10.844364609237955,225.29167475691852,G,10+ years,MORTGAGE,133758,credit_card,20.80202560287132,Fully Paid
1077,60 months,23.215403232878305,20.83582440150828,C,10+ years,OTHER,50480,credit_card,29.71928211516537,Fully Paid
21611,36 months,20.079238071935677,361.61034497716827,B,1-3 years,MORTGAGE,72091,credit_card,8.33673377963268,Fully Paid
17984,60 months,21.09813553682877,316.1907245786072,C,1-3 years,MORTGAGE,148023,small_business,14.945678975219375,Fully Paid
15060,60 months,5.36013111200909,67.26964545571408,A,< 1 year,MORTGAGE,130195,credit_card,9.885912413219902,Charged Off
18449,36 months,24.25620714148052,372.9189712943118,A,5-10 years,OWN,67766,debt_consolidation,13.218093421775242,Fully Paid
19520,60 months,19.533419841406463,317.7436294202118,E,5-10 years,OTHER,58737,small_business,25.708503896081645,Fully Paid
10510,60 months,11.095021907722666,97.17390020847101,G,10+ years,MORTGAGE,29265,debt_consolidation,20.526272255654597,Fully Paid
30287,60 months,21.58789329717694,544.860436909665,A,< 1 year,RENT,134165,home_improvement,26.47323574042745,Fully Paid
29173,60 months,10.630423968298599,258.43446535597917,C,5-10 years,OWN,139501,small_business,6.105333249956594,Fully Paid
12954,60 months,22.455076791322558,242.40255396232703,D,< 1 year,OWN,138257,home_improvement,26.20083353524314,Fully Paid
8804,36 months,7.25160780823874,53.202629286444896,D,< 1 year,OTHER,90990,credit_card,1.7928682253515327,Fully Paid
7565,60 months,19.073719549215916,120.24390699151535,E,10+ years,MORTGAGE,121454,credit_card,26.657978413114574,Fully Paid
6984,60 months,15.813969532898206,92.03730268146757,F,< 1 year,OTHER,111717,car,9.872213383821837,Fully Paid
22526,60 months,6.930689403908817,130.100591260375,C,1-3 years,OWN,35386,credit_card,9.437629002421994,Charged Off
38438,60 months,9.83787656517678,315.12358284355423,C,1-3 years,MORTGAGE,124718,home_improvement,15.362657300959917,Fully Paid
19574,60 months,5.248080725546296,85.60494343486933,A,3-5 years,RENT,57425,credit_card,28.22070563169695,Fully Paid
10184,36 months,14.375359309290117,121.9988826715088,G,10+ years,MORTGAGE,141635,small_business,1.433440940442161,Fully Paid
20096,60 months,11.025305215200007,184.6371113372161,C,3-5 years,OWN,63254,credit_card,10.566929252122359,Fully Paid
3192,36 months,16.967149685955178,45.132618164640775,B,1-3 years,RENT,109863,car,25.697159660500073,Fully Paid
35016,36 months,10.944756154172344,319.36798457874903,F,3-5 years,MORTGAGE,138350,credit_card,11.881634323064002,Charged Off
12246,36 months,10.998382230139693,112.23849065857557,A,10+ years,RENT,73634,home_improvement,5.97470692791201,Fully Paid
19381,36 months,19.863863974632068,320.81795641028674,B,10+ years,RENT,106717,home_improvement,12.743825439942354,Fully Paid
37455,60 months,5.962856719567069,186.11566535948717,E,< 1 year,OWN,67662,credit_card,11.56657504475008,Fully Paid
27727,36 months,23.057899903839743,532.7719921948038,D,5-10 years,RENT,106988,home_improvement,27.462486044001103,Fully Paid
5018,36 months,22.04527748782363,92.18600202824915,E,< 1 year,OTHER,123784,home_improvement,22.858031272292912,Fully Paid
12302,60 months,18.35609366452813,188.18055355085423,D,10+ years,OWN,126337,car,15.15346667232019,Charged Off
2970,60 months,16.864431402147687,41.739467720315524,E,1-3 years,OTHER,119287,small_business,29.651117001647133,Fully Paid
28202,60 months,22.846049962793046,536.9202508755747,C,1-3 years,RENT,107527,car,13.9583259382777,Fully Paid
32110,36 months,8.70660359057429,232.9742010777837,B,< 1 year,OTHER,126847,debt_consolidation,1.7471349246082568,Fully Paid
18586,60 months,6.579383243816572,101.90368080797901,D,10+ years,MORTGAGE,95452,car,7.8682296544495465,Fully Paid
25519,60 months,9.790203398190762,208.1968337653584,A,1-3 years,RENT,30143,credit_card,13.082114406579379,Fully Paid
32273,36 months,20.891565574003806,561.861246474854,B,10+ years,MORTGAGE,111391,small_business,4.707078724383603,Fully Paid
22951,60 months,5.6934053345296665,108.89112152732531,A,1-3 years,OTHER,35581,credit_card,28.42695378972129,Fully Paid
16374,60 months,16.656136701669794,227.27298529428433,B,10+ years,MORTGAGE,87443,debt_consolidation,23.005466934533192,Fully Paid
6788,60 months,24.908750323826197,140.90049766511018,B,3-5 years,RENT,49424,small_business,8.048616012833179,Fully Paid
6408,60 months,22.113921876750787,118.0883428218492,E,10+ years,MORTGAGE,108844,home_improvement,17.724136005537474,Fully Paid
26053,36 months,15.428913780871788,334.97457561087725,D,10+ years,OTHER,61984,car,21.643474713287162,Fully Paid
10446,60 months,6.272818185732847,54.60488230680443,D,< 1 year,OTHER,61505,credit_card,28.23836786720394,Fully Paid
1922,60 months,21.627470287714196,34.63999824415557,G,3-5 years,OTHER,132061,debt_consolidation,26.449060475262318,Fully Paid
34187,36 months,16.97957016354421,483.73380431757164,B,5-10 years,RENT,122478,home_improvement,15.45576678414641,Fully Paid
11789,60 months,7.298659941191337,71.70325170558723,C,< 1 year,OTHER,82699,car,23.239578593790526,Fully Paid
33184,36 months,6.8771456964671245,190.1760023263042,C,5-10 years,RENT,46957,home_improvement,16.86434261482755,Charged Off
2120,60 months,23.19253638873185,40.97348095342627,A,1-3 years,MORTGAGE,45464,car,16.581116701366202,Fully Paid
33154,36 months,18.38400525876157,507.9194252908175,A,5-10 years,OTHER,134012,small_business,3.442258750145757,Fully Paid
18334,36 months,21.58573598633511,329.7940696445566,E,10+ years,MORTGAGE,43649,home_improvement,3.7841297404845617,Fully Paid
3336,36 months,22.579578005645345,62.77122685569406,B,5-10 years,OWN,62065,home_improvement,15.886008450673723,Fully Paid
39141,36 months,16.435447040966444,536.083193858723,A,< 1 year,MORTGAGE,112661,home_improvement,8.065846349370197,Fully Paid
3243,60 months,15.348927035100825,41.48047531235998,A,< 1 year,OWN,54758,small_business,0.631107073814059,Fully Paid
20029,36 months,13.608548206419805,227.13801002198522,F,5-10 years,MORTGAGE,25596,debt_consolidation,21.685176117006367,Fully Paid
33265,60 months,11.338931755822387,314.32463738119304,B,< 1 year,RENT,36374,car,0.9745979007049488,Fully Paid
38380,36 months,13.691919217174235,437.9132162959559,E,< 1 year,MORTGAGE,138686,home_improvement,17.858305233121637,Fully Paid
24710,36 months,20.477593114603128,421.6677715515361,A,5-10 years,RENT,23775,small_business,16.175813823819432,Charged Off
30486,36 months,17.03846862030263,432.8622952987883,E,3-5 years,RENT,47388,debt_consolidation,29.064440717334133,Fully Paid
7371,60 months,22.850465799096924,140.35898617095285,D,3-5 years,OTHER,143800,car,14.52639418042925,Fully Paid
7359,36 months,13.867600287583755,85.04305876360739,E,1-3 years,RENT,41029,small_business,1.9080430913339208,Fully Paid
36996,60 months,17.14179157437508,528.4814342379838,C,< 1 year,OWN,103981,car,16.55063903419385,Fully Paid
21103,60 months,17.626151061839774,309.9705548816706,C,5-10 years,OTHER,73639,home_improvement,25.232885118483043,Fully Paid
15382,60 months,16.83394324612651,215.78309584326496,E,< 1 year,OTHER,134010,debt_consolidation,29.905478528443197,Fully Paid
19755,60 months,19.052675461710326,313.65466978840624,C,10+ years,MORTGAGE,34645,small_business,12.910295210672174,Fully Paid
36659,60 months,9.748669367496126,297.81372528586706,D,< 1 year,RENT,51105,debt_consolidation,9.608962274902275,Fully Paid
4756,60 months,15.247275550915813,60.430035433463,B,< 1 year,RENT,33668,home_improvement,27.199598908559967,Charged Off
21609,60 months,7.084496056166953,127.57406273142641,C,3-5 years,OWN,147949,debt_consolidation,5.737263872283641,Charged Off
17478,60 months,12.69022655289625,184.83314974293387,C,5-10 years,MORTGAGE,35960,debt_consolidation,18.462867450987797,Fully Paid
36442,60 months,14.753341372425288,448.0343885782686,E,< 1 year,MORTGAGE,146519,credit_card,12.171432725428431,Fully Paid
11147,36 months,18.044485190909448,167.61823035255637,D,3-5 years,OTHER,31357,debt_consolidation,1.2324709486666585,Fully Paid
34561,36 months,24.01062105172407,691.5258951405295,G,1-3 years,OTHER,84604,car,10.418654229170933,Fully Paid
35884,36 months,17.013021330967117,508.74604786702,G,3-5 years,OTHER,122739,small_business,7.956855675080238,Fully Paid
6779,36 months,19.871878323531195,112.2595526293483,G,3-5 years,OWN,71796,credit_card,20.582734618304606,Fully Paid
13298,36 months,15.125321189904055,167.61376765278675,G,3-5 years,OWN,35804,small_business,28.463714930757543,Charged Off
15153,60 months,17.682080627526627,223.2804731240925,B,< 1 year,OTHER,147732,small_business,8.041415621359132,Fully Paid
11789,60 months,6.418644322675469,63.057831600017586,E,< 1 year,MORTGAGE,135733,home_improvement,24.343978174550454,Fully Paid
13999,60 months,10.08783161683694,117.68296233675026,E,1-3 years,OWN,34626,home_improvement,1.6607945081522857,Fully Paid
1814,60 months,12.237061864102774,18.498358517902027,F,10+ years,MORTGAGE,48132,credit_card,16.143630301194396,Charged Off
11541,60 months,14.449867100130271,138.97159683550288,D,10+ years,MORTGAGE,27951,home_improvement,2.1165019112968375,Fully Paid
25938,60 months,5.912974910047675,127.80895268068049,G,10+ years,RENT,26449,home_improvement,28.02098973391918,Fully Paid
3443,60 months,7.800481951066354,22.380882797934547,B,1-3 years,OTHER,39065,home_improvement,22.990538416721705,Fully Paid
11457,36 months,10.536286155826115,100.59519207274984,D,10+ years,RENT,121503,small_business,19.73849733613777,Charged Off
11380,36 months,24.430653818021014,231.68403370756596,G,10+ years,OTHER,125072,credit_card,24.71689144873993,Fully Paid
8783,36 months,11.626940142061015,85.09951272310158,B,3-5 years,OTHER,29130,small_business,19.425593867104894,Charged Off
18368,36 months,14.64082116224165,224.10216925671216,D,< 1 year,MORTGAGE,109360,car,29.068331915228736,Fully Paid
16328,60 months,8.921954254767858,121.39805755987466,E,< 1 year,OTHER,82287,small_business,21.418738435943144,Fully Paid
